,Unnamed: 0,title,price,bedrooms,bathrooms,area,location
2390,2390,Kuwadzana - House,"$35,000",4 bedrooms,not stated,190 m²,harare high density
2391,2391,Chitungwiza - House,"$25,000",2 bedrooms,not stated,200 m²,chitungwiza
2392,2392,Greystone Park - House,"$300,000",6 bedrooms,not stated,4000 m²,harare north
2393,2393,Aspindale Park - House,"$85,000",4 bedrooms,not stated,200 m²,harare west
2394,2394,Westlea - House,"$55,000",3 bedrooms,not stated,700 m²,harare west
2395,2395,Southview Park - House,"$46,000",5 bedrooms,not stated,250 m²,harare south
2396,2396,Budiriro - House,"$28,000",2 bedrooms,not stated,300 m²,harare high density
2397,2397,Glaudina - House,"$40,000",3 bedrooms,not stated,200 m²,harare west
2398,2398,Kuwadzana - House,"$42,000",5 bedrooms,not stated,280 m²,harare high density
2399,2399,Ruwa - House,"$20,000",4 bedrooms,not stated,150 m²,ruwa
2400,2400,Hillside - House,"$230,000",4 bedrooms,2 bathrooms,4047 m²,bulawayo south
2401,2401,Matsheumhlope - House,"$105,000",3 bedrooms,not stated,830 m²,bulawayo east
2402,2402,"Matsheumhlope - House, Townhouse Complex","$105,000",3 bedrooms,not stated,830 m²,bulawayo east
2403,2403,Shawasha Hills - House,"$160,000",3 bedrooms,not stated,2000 m²,harare north
2404,2404,Morningside - House,"$100,000",3 bedrooms,not stated,1400 m²,bulawayo south
2405,2405,"Hillside - House, Townhouse Complex","$95,000",2 bedrooms,not stated,800 m²,bulawayo south
2406,2406,Matsheumhlope - House,"$150,000",2 bedrooms,not stated,4000 m²,bulawayo east
2407,2407,Glen View - House,"$35,000",4 bedrooms,not stated,300 m²,harare high density
2408,2408,Arlington - House,"$160,000",3 bedrooms,not stated,360 m²,harare south
2409,2409,Marlborough - House,"$950,000",13 bedrooms,9 bathrooms,8239 m²,harare west
2410,2410,Zimre Park - House,"$100,000",4 bedrooms,3 bathrooms,1000 m²,harare east
2411,2411,Upper Hillside - House,"$230,000",3 bedrooms,1 bathrooms,2277 m²,harare east
2412,2412,Chitungwiza - House,"$32,000",6 bedrooms,not stated,375 m²,chitungwiza
2413,2413,Glen Lorne - House,"$300,000",3 bedrooms,not stated,2000 m²,harare north
2414,2414,Monavale - Townhouse Complex,"$210,000",4 bedrooms,2 bathrooms,320 m²,harare west
2415,2415,"Mount Pleasant - House, Townhouse Complex","$280,000",3 bedrooms,not stated,300 m²,harare north
2416,2416,Aspindale Park - House,"$70,000",4 bedrooms,not stated,240 m²,harare west
2417,2417,Chisipite - House,"$460,000",4 bedrooms,not stated,4100 m²,harare north
2418,2418,Kuwadzana - House,"$30,000",2 bedrooms,1 bathrooms,300 m²,harare high density
2419,2419,Hatcliffe - House,"$35,000",3 bedrooms,2 bathrooms,300 m²,harare high density
2420,2420,Msasa Park - House,"$65,000",3 bedrooms,2 bathrooms,600 m²,harare south
2421,2421,Seke - House,"$80,000",4 bedrooms,3 bathrooms,800 m²,seke
2422,2422,Palmerston - House,"$120,000",3 bedrooms,1 bathrooms,1350 m²,mutare
2423,2423,Emerald Hill - House,"$430,000",4 bedrooms,3 bathrooms,1290 m²,harare west
2424,2424,Mahatshula - House,"$30,000",3 bedrooms,2 bathrooms,600 m²,bulawayo north
2425,2425,Bluff Hill - House,"$160,000",4 bedrooms,not stated,2 bathrooms,harare west
2426,2426,Zimre Park - House,"$61,000",3 bedrooms,2 bathrooms,500 m²,harare east
2427,2427,Eastlea - House,"$215,000",4 bedrooms,not stated,1000 m²,harare east
2428,2428,Murambi - House,"$400,000",4 bedrooms,not stated,4141 m²,mutare
2429,2429,Borrowdale - House,"$450,000",10 bedrooms,not stated,2000 m²,harare north
2430,2430,Arlington - House,"$155,000",4 bedrooms,2 bathrooms,600 m²,harare south
2431,2431,Hatcliffe - House,"$30,000",3 bedrooms,2 bathrooms,240 m²,harare high density
2432,2432,Murambi - House,"$185,000",4 bedrooms,2 bathrooms,4000 m²,mutare
2433,2433,Belvedere - House,"$160,000",4 bedrooms,2 bathrooms,1300 m²,harare west
2434,2434,Arlington - House,"$180,000",4 bedrooms,2 bathrooms,600 m²,harare south
2435,2435,Glen Lorne - House,"$650,000",6 bedrooms,not stated,5000 m²,harare north
2436,2436,Prospect - House,"$110,000",3 bedrooms,2 bathrooms,1000 m²,harare south
2437,2437,Chitungwiza - House,"$35,000",4 bedrooms,1 bathrooms,391 m²,chitungwiza
2438,2438,Charlotte Brooke - House,"$90,000",4 bedrooms,not stated,1000 m²,harare north
2439,2439,"Arlington - House, Townhouse Complex","$155,000",3 bedrooms,not stated,360 m²,harare south
2440,2440,Hillside - House,"$280,000",4 bedrooms,not stated,1500 m²,harare south
2441,2441,Kensington - House,"$55,000",1 bedrooms,not stated,1 bathrooms,bulawayo east
2442,2442,Bulawayo City Centre - House,"$299,000",2 bedrooms,2 bathrooms,800 m²,bulawayo cbd industrial
2443,2443,Tshabalala - House,"$38,000",6 bedrooms,not stated,2 bathrooms,bulawayo high density
2444,2444,"Highlands - House, Townhouse Complex","$180,000",3 bedrooms,2 bathrooms,300 m²,harare north
2445,2445,Norton - House,"$26,000",2 bedrooms,not stated,200 m²,norton
2446,2446,"Belvedere - House, House","$360,000",7 bedrooms,not stated,1400 m²,harare west
2447,2447,Zimre Park - House,"$75,000",4 bedrooms,2 bathrooms,500 m²,harare east
2448,2448,Queensdale - House,"$135,000",3 bedrooms,not stated,2000 m²,harare south
2449,2449,Belvedere - House,"$186,000",3 bedrooms,not stated,1350 m²,harare west
2450,2450,Burnside - House,"$260,000",4 bedrooms,2 bathrooms,10000 m²,bulawayo east
2451,2451,Buena Vista - House,"$270,000",5 bedrooms,not stated,13591 m²,bulawayo east
2452,2452,Borrowdale - House,"$300,000",3 bedrooms,not stated,700 m²,harare north
2453,2453,Burnside - House,"$295,000",4 bedrooms,not stated,8000 m²,bulawayo east
2454,2454,Park Meadowlands - House,"$72,000",6 bedrooms,2 bathrooms,1600 m²,harare south
2455,2455,Burnside - House,"$250,000",3 bedrooms,1 bathrooms,4000 m²,bulawayo east
2456,2456,Borrowdale - House,"$360,000",3 bedrooms,2 bathrooms,7000 m²,harare north
2457,2457,Chitungwiza - House,"$28,000",4 bedrooms,1 bathrooms,200 m²,chitungwiza
2458,2458,Greystone Park - House,"$600,000",5 bedrooms,not stated,4047 m²,harare north
2459,2459,Madokero - House,"$100,000",2 bedrooms,2 bathrooms,360 m²,harare west
2460,2460,Nkulumane - House,"$21,000",2 bedrooms,not stated,200 m²,bulawayo high density
2461,2461,St. Marys - House,"$35,000",2 bedrooms,2 bathrooms,300 m²,chitungwiza
2462,2462,Mbizo - House,"$14,000",1 bedrooms,1 bathrooms,450 m²,kwekwe
2463,2463,Redcliff - House,"$16,000",2 bedrooms,1 bathrooms,350 m²,redcliff
2464,2464,Adelaide Park - House,"$27,000",2 bedrooms,not stated,200 m²,harare high density
2465,2465,Shawasha Hills - House,"$470,000",5 bedrooms,2 bathrooms,2000 m²,harare north
2466,2466,Southlea Park - House,"$27,000",3 bedrooms,2 bathrooms,300 m²,harare south
2467,2467,"Zimre Park - House, Townhouse Complex","$90,000",4 bedrooms,2 bathrooms,900 m²,harare east
2468,2468,Selbourne Park - House,"$155,000",3 bedrooms,not stated,1700 m²,bulawayo east
2469,2469,Helensvale - Townhouse Complex,"$340,000",3 bedrooms,not stated,200 m²,harare north
2470,2470,Chisipite - Townhouse Complex,"$550,000",3 bedrooms,not stated,3713 m²,harare north
2471,2471,"Arlington - House, Townhouse Complex","$160,000",3 bedrooms,2 bathrooms,320 m²,harare south
2472,2472,"Vainona - House, Townhouse Complex","$250,000",3 bedrooms,not stated,6000 m²,harare north
2473,2473,Waterfalls - House,"$115,000",3 bedrooms,not stated,2000 m²,harare south
2474,2474,Norton - House,"$43,000",3 bedrooms,1 bathrooms,2000 m²,norton
2475,2475,Waterfalls - House,"$85,000",3 bedrooms,not stated,1000 m²,harare south
2476,2476,Burnside - House,"$650,000",4 bedrooms,2 bathrooms,4000 m²,bulawayo east
2477,2477,Gunhill - House,"$775,000",5 bedrooms,3 bathrooms,3516 m²,harare north
2478,2478,Rydale Ridge Park - House,"$80,000",5 bedrooms,not stated,2400 m²,harare west
2479,2479,"Helensvale - House, Townhouse Complex","$3,200,000",3 bedrooms,2 bathrooms,16187 m²,harare north
2480,2480,Rockview - House,"$40,000",6 bedrooms,4 bathrooms,256 m²,harare east
2481,2481,Glen View - House,"$26,000",5 bedrooms,1 bathrooms,230 m²,harare high density
2482,2482,Cowdray Park - House,"$18,000",2 bedrooms,not stated,200 m²,bulawayo high density
2483,2483,Waterfalls - House,"$100,000",4 bedrooms,not stated,960 m²,harare south
2484,2484,Shawasha Hills - House,"$365,000",5 bedrooms,not stated,6306 m²,harare north
2485,2485,Kamfinsa - House,"$130,000",not stated,not stated,not stated,not stated
2486,2486,Cowdray Park - House,"$28,000",3 bedrooms,not stated,260 m²,bulawayo high density
2487,2487,Chivhu - House,"$28,000",3 bedrooms,2 bathrooms,300 m²,chivhu
2488,2488,Borrowdale - House,"$575,000",8 bedrooms,not stated,2000 m²,harare north
2489,2489,Mufakose - House,"$21,000",2 bedrooms,1 bathrooms,200 m²,harare high density
2490,2490,Waterfalls - House,"$235,000",7 bedrooms,4 bathrooms,4046 m²,harare south
2491,2491,Zimre Park - House,"$220,000",4 bedrooms,not stated,2000 m²,harare east
2492,2492,Chitungwiza - House,"$20,000",3 bedrooms,1 bathrooms,299 m²,chitungwiza
2493,2493,Adylinn - House,"$160,000",3 bedrooms,not stated,1000 m²,harare west
2494,2494,Bluff Hill - House,"$115,000",3 bedrooms,not stated,1000 m²,harare west
2495,2495,Westgate - House,"$125,000",3 bedrooms,not stated,800 m²,harare west
2496,2496,Hillside - House,"$200,000",5 bedrooms,not stated,2 bathrooms,bulawayo south
2497,2497,Philadelphia - House,"$350,000",5 bedrooms,not stated,2316 m²,harare north
2498,2498,Crowhill Views - House,"$90,000",4 bedrooms,2 bathrooms,1000 m²,harare north
2499,2499,Helensvale - Townhouse Complex,"$3,000,000",3 bedrooms,not stated,2250 m²,harare north
2500,2500,Borrowdale Brooke - House,"$1,500,000",6 bedrooms,6 bathrooms,2400 m²,harare north
2501,2501,Hatfield - House,"$100,000",3 bedrooms,2 bathrooms,2068 m²,harare south
2502,2502,Marondera - House,"$25,000",3 bedrooms,2 bathrooms,200 m²,marondera
2503,2503,Umzingwane - House,"$25,000",3 bedrooms,1 bathrooms,300 m²,umzingwane
2504,2504,Newton West - House,"$115,000",3 bedrooms,1 bathrooms,9604 m²,bulawayo south
2505,2505,Chitungwiza - House,"$30,000",4 bedrooms,1 bathrooms,199 m²,chitungwiza
2506,2506,Eloana - House,"$130,000",4 bedrooms,4 bathrooms,4046 m²,bulawayo south
2507,2507,Chitungwiza - House,"$14,000",1 bedrooms,1 bathrooms,200 m²,chitungwiza
2508,2508,Macheke - House,"$40,000",3 bedrooms,1 bathrooms,2500 m²,macheke
2509,2509,Parklands - House,"$85,000",3 bedrooms,not stated,2 bathrooms,bulawayo east
2510,2510,Vainona - House,"$750,000",4 bedrooms,5 bathrooms,8200 m²,harare north
2511,2511,Aspindale Park - House,"$75,000",3 bedrooms,2 bathrooms,200 m²,harare west
2512,2512,Quinnington - House,"$160,000",3 bedrooms,not stated,2000 m²,harare north
2513,2513,"Borrowdale - House, Townhouse Complex","$315,000",3 bedrooms,not stated,700 m²,harare north
2514,2514,Springvale - House,"$58,000",3 bedrooms,2 bathrooms,300 m²,ruwa
2515,2515,"Marlborough - House, Townhouse Complex","$100,000",2 bedrooms,not stated,100 m²,harare west
2516,2516,Avondale - House,"$750,000",5 bedrooms,4 bathrooms,4047 m²,harare north
2517,2517,Suburbs - House,"$260,000",4 bedrooms,2 bathrooms,744 m²,bulawayo east
2518,2518,Westlea - House,"$210,000",7 bedrooms,4 bathrooms,900 m²,mutare
2519,2519,Sandton Park - House,"$105,000",5 bedrooms,not stated,1000 m²,harare west
2520,2520,Glen View - House,"$30,000",5 bedrooms,2 bathrooms,300 m²,harare high density
2521,2521,Belvedere - House,"$187,000",3 bedrooms,2 bathrooms,1352 m²,harare west
2522,2522,Mabelreign - House,"$100,000",3 bedrooms,not stated,900 m²,harare west
2523,2523,Crowhill Views - House,"$67,000",4 bedrooms,not stated,1200 m²,harare north
2524,2524,"Harare City Centre - House, Townhouse Complex","$490,000",6 bedrooms,2 bathrooms,1200 m²,harare cbd
2525,2525,Glen View - House,"$25,000",4 bedrooms,1 bathrooms,200 m²,harare high density
2526,2526,Damofalls - House,"$35,000",3 bedrooms,1 bathrooms,200 m²,damofalls
2527,2527,Quinnington - House,"$350,000",3 bedrooms,3 bathrooms,1300 m²,harare north
2528,2528,Manresa - House,"$95,000",3 bedrooms,not stated,570 m²,harare east
2529,2529,Newlands - House,"$1,800,000",4 bedrooms,3 bathrooms,5200 m²,harare north
2530,2530,Burnside - House,"$399,000",5 bedrooms,not stated,4000 m²,bulawayo east
2531,2531,Glen View - House,"$57,000",4 bedrooms,1 bathrooms,600 m²,harare high density
2532,2532,Barham Green - House,"$80,000",3 bedrooms,1 bathrooms,1013 m²,bulawayo south
2533,2533,Msasa Park - House,"$80,000",4 bedrooms,2 bathrooms,400 m²,harare south
2534,2534,Chinhoyi - House,"$16,000",4 bedrooms,not stated,325 m²,chinhoyi
2535,2535,"Queens Park West - House, Townhouse Complex","$380,000",3 bedrooms,not stated,200 m²,bulawayo north
2536,2536,Parklands - House,"$210,000",7 bedrooms,not stated,1300 m²,bulawayo east
2537,2537,Thorngrove - House,"$30,000",3 bedrooms,not stated,400 m²,bulawayo cbd industrial
2538,2538,Arlington - House,"$150,000",2 bedrooms,not stated,300 m²,harare south
2539,2539,Kumalo - House,"$350,000",5 bedrooms,not stated,4000 m²,bulawayo east
2540,2540,Selbourne Park - House,"$200,000",5 bedrooms,not stated,1800 m²,bulawayo east
2541,2541,Burnside - House,"$180,000",4 bedrooms,3 bathrooms,4532 m²,bulawayo east
2542,2542,Westlea - House,"$110,000",4 bedrooms,3 bathrooms,740 m²,harare west
2543,2543,"Buena Vista - House, Townhouse Complex","$112,000",3 bedrooms,not stated,8000 m²,bulawayo east
2544,2544,Chadcombe - House,"$150,000",5 bedrooms,2 bathrooms,4129 m²,harare south
2545,2545,"Hillside - House, Townhouse Complex","$98,000",2 bedrooms,not stated,400 m²,bulawayo south
2546,2546,Westgate - House,"$220,000",3 bedrooms,1 bathrooms,800 m²,harare west
2547,2547,Crowhill Views - House,"$85,000",4 bedrooms,not stated,1000 m²,harare north
2548,2548,Westgate - House,"$200,000",4 bedrooms,not stated,570 m²,harare west
2549,2549,Bloomingdale - House,"$85,000",3 bedrooms,2 bathrooms,400 m²,harare west
2550,2550,Norton - House,"$160,000",4 bedrooms,3 bathrooms,2200 m²,norton
2551,2551,Ruwa - House,"$110,000",3 bedrooms,2 bathrooms,420 m²,ruwa
2552,2552,Palmerston - House,"$130,000",4 bedrooms,2 bathrooms,2030 m²,mutare
2553,2553,Rydale Ridge - House,"$120,000",8 bedrooms,3 bathrooms,2400 m²,harare high density
2554,2554,Glaudina - House,"$69,000",3 bedrooms,not stated,900 m²,harare west
2555,2555,Burnside - House,"$430,000",5 bedrooms,not stated,4000 m²,bulawayo east
2556,2556,Chitungwiza - House,"$46,000",4 bedrooms,2 bathrooms,350 m²,chitungwiza
2557,2557,Mount Pleasant Heights - House,"$260,000",4 bedrooms,not stated,1800 m²,harare north
2558,2558,Chisipite - House,"$587,000",5 bedrooms,6 bathrooms,2000 m²,harare north
2559,2559,Waterfalls - House,"$140,000",5 bedrooms,not stated,2000 m²,harare south
2560,2560,Aspindale Park - House,"$76,000",4 bedrooms,not stated,200 m²,harare west
2561,2561,Suburbs - House,"$150,000",3 bedrooms,2 bathrooms,1400 m²,bulawayo east
2562,2562,Zengeza - House,"$22,000",3 bedrooms,1 bathrooms,300 m²,chitungwiza
2563,2563,Famona - House,"$65,000",3 bedrooms,1 bathrooms,637 m²,bulawayo south
2564,2564,Budiriro - House,"$45,000",5 bedrooms,not stated,300 m²,harare high density
2565,2565,Helensvale - House,"$380,000",4 bedrooms,not stated,4230 m²,harare north
2566,2566,"Norton - House, Townhouse Complex","$195,000",2 bedrooms,not stated,2 bathrooms,norton
2567,2567,Matidoda - House,"$75,000",3 bedrooms,not stated,400 m²,harare west
2568,2568,Emerald Hill - House,"$290,000",4 bedrooms,not stated,1980 m²,harare west
2569,2569,Dangamvura - House,"$27,000",3 bedrooms,not stated,300 m²,mutare
2570,2570,Carrick Creagh - House,"$245,000",4 bedrooms,not stated,4000 m²,harare north
2571,2571,Hillside - House,"$230,000",4 bedrooms,not stated,2 bathrooms,bulawayo south
2572,2572,Shawasha Hills - House,"$500,000",5 bedrooms,not stated,2000 m²,harare north
2573,2573,"Bluff Hill - House, Townhouse Complex","$130,000",4 bedrooms,not stated,400 m²,harare west
2574,2574,Buena Vista - House,"$270,000",6 bedrooms,3 bathrooms,7585 m²,bulawayo east
2575,2575,Damofalls - House,"$30,000",5 bedrooms,2 bathrooms,300 m²,damofalls
2576,2576,Mount Pleasant Heights - House,"$125,000",3 bedrooms,2 bathrooms,1800 m²,harare north
2577,2577,Vainona - House,"$700,000",12 bedrooms,3 bathrooms,8400 m²,harare north
2578,2578,"Bluff Hill - House, Townhouse Complex","$130,000",4 bedrooms,2 bathrooms,300 m²,harare west
2579,2579,Plumtree - House,"$35,000",3 bedrooms,not stated,1 bathrooms,plumtree
2580,2580,Pumula - House,"$42,000",3 bedrooms,not stated,1 bathrooms,bulawayo high density
2581,2581,Shawasha Hills - House,"$420,000",4 bedrooms,4 bathrooms,1800 m²,harare north
2582,2582,Ruwa - House,"$68,000",4 bedrooms,3 bathrooms,600 m²,ruwa
2583,2583,Cowdray Park - House,"$16,000",2 bedrooms,not stated,1 bathrooms,bulawayo high density
2584,2584,Richmond - House,"$75,000",3 bedrooms,1 bathrooms,2000 m²,bulawayo north
2585,2585,Bellevue - House,"$68,000",3 bedrooms,1 bathrooms,2974 m²,bulawayo south
2586,2586,Suburbs - House,"$170,000",not stated,not stated,3 bedrooms,bulawayo east
2587,2587,Avondale - House,"$410,000",3 bedrooms,2 bathrooms,2308 m²,harare north
2588,2588,Zengeza - House,"$60,000",4 bedrooms,not stated,650 m²,chitungwiza
2589,2589,Northwood - House,"$800,000",7 bedrooms,6 bathrooms,4674 m²,harare north
2590,2590,Budiriro - House,"$45,000",4 bedrooms,2 bathrooms,300 m²,harare high density
2591,2591,Msasa Park - House,"$65,000",3 bedrooms,not stated,600 m²,harare south
2592,2592,Borrowdale - House,"$550,000",4 bedrooms,not stated,4000 m²,harare north
2593,2593,Waterfalls - House,"$110,000",3 bedrooms,1 bathrooms,2000 m²,harare south
2594,2594,Highlands - Townhouse Complex,"$220,000",3 bedrooms,2 bathrooms,4046 m²,harare north
2595,2595,"Greendale - House, Townhouse Complex","$200,000",3 bedrooms,not stated,459 m²,harare east
2596,2596,Northlea - House,"$45,000",3 bedrooms,not stated,1200 m²,gweru
2597,2597,Northwood - House,"$375,000",3 bedrooms,not stated,4668 m²,harare north
2598,2598,Southerton - House,"$65,000",3 bedrooms,not stated,500 m²,harare south
2599,2599,Mbare - House,"$35,000",3 bedrooms,not stated,300 m²,harare high density
2600,2600,Mount Pleasant - House,"$360,000",3 bedrooms,not stated,4000 m²,harare north
2601,2601,Chirundu - House,"$120,000",5 bedrooms,2 bathrooms,4203 m²,chirundu
2602,2602,Waterfalls - House,"$115,000",3 bedrooms,not stated,2000 m²,harare south
2603,2603,Glen Lorne - House,"$450,000",4 bedrooms,not stated,4000 m²,harare north
2604,2604,Nkulumane - House,"$20,000",1 bedrooms,1 bathrooms,180 m²,bulawayo high density
2605,2605,Westgate - House,"$100,000",5 bedrooms,2 bathrooms,1170 m²,harare west
2606,2606,Buena Vista - House,"$280,000",5 bedrooms,3 bathrooms,7518 m²,bulawayo east
2607,2607,Hatfield - House,"$140,000",5 bedrooms,not stated,2100 m²,harare south
2608,2608,Kingsdale - House,"$80,000",3 bedrooms,not stated,4000 m²,bulawayo north
2609,2609,Victoria Falls - House,"$250,000",5 bedrooms,3 bathrooms,3701 m²,victoria falls
2610,2610,Ilanda - House,"$150,000",4 bedrooms,not stated,2163 m²,bulawayo east
2611,2611,Entumbane - House,"$32,000",4 bedrooms,not stated,204 m²,bulawayo north
2612,2612,Pumula South - House,"$29,000",3 bedrooms,not stated,200 m²,bulawayo high density
2613,2613,Kumalo - House,"$160,000",4 bedrooms,not stated,2260 m²,bulawayo east
2614,2614,Nkulumane - House,"$35,000",3 bedrooms,not stated,250 m²,bulawayo high density
2615,2615,Burnside - House,"$150,000",not stated,not stated,4 bedrooms,bulawayo east
2616,2616,Sunning Hill - House,"$230,000",not stated,not stated,5 bedrooms,bulawayo east
2617,2617,Borrowdale - House,"$750,000",9 bedrooms,5 bathrooms,4000 m²,harare north
2618,2618,Sandton Park - House,"$90,000",3 bedrooms,1 bathrooms,1835 m²,harare west
2619,2619,Ruwa - House,"$105,000",3 bedrooms,not stated,1178 m²,ruwa
2620,2620,Glen Lorne - House,"$950,000",10 bedrooms,6 bathrooms,6330 m²,harare north
2621,2621,Southwold - House,"$55,000",3 bedrooms,1 bathrooms,900 m²,bulawayo south
2622,2622,Pumula South - House,"$25,000",3 bedrooms,not stated,200 m²,bulawayo high density
2623,2623,Kumalo - House,"$300,000",5 bedrooms,not stated,3000 m²,bulawayo east
2624,2624,Emganwini - House,"$25,000",3 bedrooms,not stated,456 m²,bulawayo high density
2625,2625,Emganwini - House,"$22,000",2 bedrooms,not stated,300 m²,bulawayo high density
2626,2626,Cowdray Park - House,"$24,000",3 bedrooms,not stated,200 m²,bulawayo high density
2627,2627,Tshabalala - House,"$26,000",4 bedrooms,not stated,200 m²,bulawayo high density
2628,2628,Avenues - House,"$220,000",5 bedrooms,not stated,5300 m²,mutare
2629,2629,Hogerty Hill - House,"$770,000",6 bedrooms,not stated,4000 m²,harare north
2630,2630,Marimba Park - House,"$110,000",4 bedrooms,not stated,3173 m²,harare high density
2631,2631,Queensdale - House,"$140,000",3 bedrooms,1 bathrooms,1983 m²,harare south
2632,2632,Selbourne Park - House,"$220,000",5 bedrooms,5 bathrooms,1575 m²,bulawayo east
2633,2633,Mainway Meadows - House,"$115,000",4 bedrooms,not stated,647 m²,harare south
2634,2634,Norton - House,"$52,000",3 bedrooms,2 bathrooms,2000 m²,norton
2635,2635,Park Meadowlands - House,"$140,000",4 bedrooms,not stated,2000 m²,harare south
2636,2636,Murambi - House,"$480,000",5 bedrooms,not stated,6939 m²,mutare
2637,2637,Emerald Hill - House,"$350,000",4 bedrooms,not stated,4000 m²,harare west
2638,2638,Avondale West - House,"$280,000",4 bedrooms,not stated,1700 m²,harare west
2639,2639,Rydale Ridge Park - House,"$21,000",4 bedrooms,not stated,300 m²,harare west
2640,2640,Zengeza - House,"$20,000",2 bedrooms,1 bathrooms,250 m²,chitungwiza
2641,2641,"Hillside - House, Townhouse Complex","$60,000",1 bedrooms,not stated,1 bathrooms,bulawayo south
2642,2642,"Helensvale - House, Townhouse Complex","$160,000",3 bedrooms,not stated,4046 m²,harare north
2643,2643,Avondale - House,"$750,000",5 bedrooms,not stated,4047 m²,harare north
2644,2644,Greencroft - House,"$280,000",4 bedrooms,not stated,5335 m²,harare west
2645,2645,Msuna - House,"$275,000",8 bedrooms,8 bathrooms,4046 m²,msuna
2646,2646,Hillside - House,"$180,000",4 bedrooms,not stated,4000 m²,bulawayo south
2647,2647,Warren Park - House,"$55,000",8 bedrooms,2 bathrooms,327 m²,harare high density
2648,2648,Hatfield - House,"$105,000",3 bedrooms,not stated,2100 m²,harare south
2649,2649,Borrowdale - House,"$550,000",6 bedrooms,4 bathrooms,6407 m²,harare north
2650,2650,"Hillside - House, Townhouse Complex","$150,000",3 bedrooms,not stated,2 bathrooms,bulawayo south
2651,2651,"Marimba Park - House, House","$100,000",5 bedrooms,not stated,3200 m²,harare high density
2652,2652,Borrowdale - House,"$460,000",4 bedrooms,4 bathrooms,4000 m²,harare north
2653,2653,Matsheumhlope - House,"$300,000",3 bedrooms,not stated,4000 m²,bulawayo east
2654,2654,Burnside - House,"$290,000",4 bedrooms,not stated,8000 m²,bulawayo east
2655,2655,"Riverside South - House, Townhouse Complex","$160,000",2 bedrooms,not stated,4000 m²,bulawayo east
2656,2656,Selbourne Park - House,"$190,000",not stated,not stated,5 bedrooms,bulawayo east
2657,2657,Nkulumane - House,"$35,000",4 bedrooms,not stated,300 m²,bulawayo high density
2658,2658,Selbourne Park - House,"$150,000",4 bedrooms,2 bathrooms,1550 m²,bulawayo east
2659,2659,Norton - House,"$145,000",8 bedrooms,2 bathrooms,2400 m²,norton
2660,2660,Manyame Park - House,"$25,000",4 bedrooms,not stated,200 m²,chitungwiza
2661,2661,Zimre Park - House,"$75,000",3 bedrooms,not stated,500 m²,harare east
2662,2662,Mufakose - House,"$27,000",not stated,not stated,250 m²,harare high density
2663,2663,Mbizo - House,"$26,000",3 bedrooms,2 bathrooms,300 m²,kwekwe
2664,2664,Chitungwiza - House,"$28,000",3 bedrooms,not stated,200 m²,chitungwiza
2665,2665,Highlands - House,"$790,000",5 bedrooms,6 bathrooms,3988 m²,harare north
2666,2666,"Warren Park - House, House","$60,000",3 bedrooms,1 bathrooms,200 m²,harare high density
2667,2667,Burnside - House,"$650,000",6 bedrooms,not stated,4000 m²,bulawayo east
2668,2668,Burnside - House,"$430,000",5 bedrooms,not stated,4000 m²,bulawayo east
2669,2669,Burnside - House,"$470,000",not stated,not stated,3 bedrooms,bulawayo east
2670,2670,Luveve - House,"$15,500",2 bedrooms,not stated,200 m²,bulawayo high density
2671,2671,Queens Park West - House,"$78,000",4 bedrooms,not stated,1300 m²,bulawayo north
2672,2672,Paddonhurst - House,"$60,000",2 bedrooms,not stated,625 m²,bulawayo north
2673,2673,Warren Park - House,"$45,000",4 bedrooms,1 bathrooms,350 m²,harare high density
2674,2674,Chitungwiza - House,"$9,000",not stated,not stated,300 m²,chitungwiza
2675,2675,Chitungwiza - House,"$20,000",5 bedrooms,1 bathrooms,2000 m²,chitungwiza
2676,2676,Bloomingdale - House,"$130,000",3 bedrooms,2 bathrooms,400 m²,harare west
2677,2677,Hillside - Townhouse Complex,"$160,000",3 bedrooms,2 bathrooms,4046 m²,bulawayo south
2678,2678,Budiriro - House,"$40,000",5 bedrooms,2 bathrooms,300 m²,harare high density
2679,2679,Bluff Hill - Townhouse Complex,"$135,000",4 bedrooms,4 bathrooms,500 m²,harare west
2680,2680,Charlotte Brooke - House,"$88,000",4 bedrooms,2 bathrooms,1509 m²,harare north
2681,2681,Glen Lorne - House,"$650,000",7 bedrooms,7 bathrooms,14500 m²,harare north
2682,2682,Waterfalls - House,"$75,000",3 bedrooms,not stated,999 m²,harare south
2683,2683,Zimre Park - House,"$85,000",3 bedrooms,1 bathrooms,500 m²,harare east
2684,2684,Mahatshula - House,"$70,000",4 bedrooms,not stated,2 bathrooms,bulawayo north
2685,2685,Glaudina - House,"$73,000",5 bedrooms,not stated,375 m²,harare west
2686,2686,Borrowdale - House,"$1,500,000",4 bedrooms,4 bathrooms,10600 m²,harare north
2687,2687,Ruwa - House,"$30,000",4 bedrooms,1 bathrooms,323 m²,ruwa
2688,2688,Waterfalls - House,"$75,000",3 bedrooms,not stated,531 m²,harare south
2689,2689,"Hatfield - House, Townhouse Complex","$150,000",4 bedrooms,not stated,500 m²,harare south
2690,2690,Tynwald - House,"$110,000",3 bedrooms,not stated,407 m²,harare west
2691,2691,Burnside - House,"$475,000",4 bedrooms,not stated,12140 m²,bulawayo east
2692,2692,Mandara - House,"$300,000",4 bedrooms,2 bathrooms,4047 m²,harare east
