,Unnamed: 0,title,price,bedrooms,bathrooms,area,location
732,732,Emerald Hill - House,"$295,000",3 bedrooms,2 bathrooms,2100 m²,harare west
733,733,Chimanimani - House,"$18,000",2 bedrooms,not stated,300 m²,chimanimani
734,734,Suburbs - House,"$250,000",3 bedrooms,2 bathrooms,1455 m²,bulawayo east
735,735,Marondera - House,"$65,000",4 bedrooms,2 bathrooms,4065 m²,marondera
736,736,Kumalo - Townhouse Complex,"$280,000",4 bedrooms,4 bathrooms,900 m²,bulawayo east
737,737,Norton - House,"$250,000",7 bedrooms,5 bathrooms,3030 m²,norton
738,738,Tynwald - House,"$105,000",4 bedrooms,not stated,420 m²,harare west
739,739,Buena Vista - Townhouse Complex,"$120,000",3 bedrooms,not stated,1 bathrooms,bulawayo east
740,740,Gweru CBD - House,"$85,000",3 bedrooms,2 bathrooms,4015 m²,gweru
741,741,Colne Valley - Townhouse Complex,"$345,000",3 bedrooms,2 bathrooms,800 m²,harare north
742,742,Marlborough - House,"$260,000",3 bedrooms,not stated,4973 m²,harare west
743,743,Highlands - House,"$790,000",4 bedrooms,6 bathrooms,4000 m²,harare north
744,744,Kumalo - House,"$140,000",3 bedrooms,2 bathrooms,1790 m²,bulawayo east
745,745,"Chisipite - House, House","$585,000",5 bedrooms,6 bathrooms,2700 m²,harare north
746,746,Mabvuku - House,"$24,000",1 bedrooms,not stated,150 m²,harare high density
747,747,New Marlborough - House,"$100,000",3 bedrooms,2 bathrooms,540 m²,harare west
748,748,Marlborough - House,"$230,000",3 bedrooms,2 bathrooms,4973 m²,harare west
749,749,Seke - House,"$80,000",4 bedrooms,2 bathrooms,799 m²,seke
750,750,"Kumalo - House, Townhouse Complex, House, Townhouse Complex","$168,000",3 bedrooms,2 bathrooms,600 m²,bulawayo east
751,751,Marondera - House,"$65,000",4 bedrooms,2 bathrooms,1200 m²,marondera
752,752,Belvedere - House,"$297,000",3 bedrooms,1 bathrooms,2057 m²,harare west
753,753,Crowhill Views - House,"$160,000",4 bedrooms,2 bathrooms,2400 m²,harare north
754,754,Esigodini - House,"$190,000",5 bedrooms,2 bathrooms,3600 m²,bulawayo east
755,755,Arlington - Townhouse Complex,"$330,000",5 bedrooms,not stated,500 m²,harare south
756,756,Mt Pleasant Heights - House,"$180,000",4 bedrooms,2 bathrooms,2000 m²,harare west
757,757,Ruwa - House,"$49,000",4 bedrooms,2 bathrooms,400 m²,ruwa
758,758,Southerton - House,"$67,000",3 bedrooms,not stated,711 m²,harare south
759,759,Quinnington - Townhouse Complex,"$370,000",3 bedrooms,not stated,850 m²,harare north
760,760,Brookview - House,"$450,000",7 bedrooms,not stated,2000 m²,harare north
761,761,Madokero - House,"$110,000",3 bedrooms,not stated,380 m²,harare west
762,762,Avondale West - House,"$190,000",2 bedrooms,2 bathrooms,1000 m²,harare west
763,763,Hillside - House,"$200,000",5 bedrooms,3 bathrooms,1401 m²,harare south
764,764,Bulawayo City Centre - House,"$200,000",3 bedrooms,2 bathrooms,5760 m²,bulawayo cbd industrial
765,765,Manyame Park - House,"$43,000",4 bedrooms,1 bathrooms,300 m²,chitungwiza
766,766,Greystone Park - House,"$300,000",4 bedrooms,not stated,500 m²,harare north
767,767,Southview Park - House,"$65,000",4 bedrooms,2 bathrooms,240 m²,harare south
768,768,Chitungwiza - House,"$35,000",3 bedrooms,1 bathrooms,288 m²,chitungwiza
769,769,Crowhill Views - House,"$120,000",3 bedrooms,not stated,2000 m²,harare north
770,770,Borrowdale Brooke - House,no price,7 bedrooms,6 bathrooms,4428 m²,harare north
771,771,Marlborough - House,"$350,000",4 bedrooms,not stated,4000 m²,harare west
772,772,Zengeza - House,"$26,000",4 bedrooms,not stated,300 m²,chitungwiza
773,773,"Mount Pleasant - House, Townhouse Complex","$270,000",2 bedrooms,2 bathrooms,1000 m²,harare north
774,774,Warren Park - House,"$40,000",4 bedrooms,not stated,400 m²,harare high density
775,775,Ruwa - House,"$360,000",4 bedrooms,3 bathrooms,56656 m²,ruwa
776,776,Eastlea - House,"$280,000",not stated,not stated,3 bedrooms,harare east
777,777,Tynwald - House,"$90,000",4 bedrooms,2 bathrooms,420 m²,harare west
778,778,Ruwa - House,"$75,000",3 bedrooms,3 bathrooms,700 m²,ruwa
779,779,Athlone - House,"$290,000",4 bedrooms,3 bathrooms,4002 m²,harare east
780,780,Borrowdale Brooke - House,"$795,000",4 bedrooms,3 bathrooms,1341 m²,harare north
781,781,Vainona - House,"$250,000",4 bedrooms,not stated,400 m²,harare north
782,782,Tafara - House,"$35,000",3 bedrooms,not stated,227 m²,harare high density
783,783,Eastvale - House,"$86,000",3 bedrooms,not stated,1465 m²,masvingo
784,784,Strathaven - Townhouse Complex,"$155,000",3 bedrooms,not stated,5000 m²,harare west
785,785,"Hatfield - House, Townhouse Complex","$121,000",3 bedrooms,2 bathrooms,400 m²,harare south
786,786,Waterfalls - House,"$300,000",7 bedrooms,3 bathrooms,2500 m²,harare south
787,787,Southview Park - House,"$35,000",3 bedrooms,not stated,220 m²,harare south
788,788,Shawasha Hills - House,"$950,000",6 bedrooms,6 bathrooms,8093 m²,harare north
789,789,Gletwin Park - House,"$400,000",9 bedrooms,7 bathrooms,2100 m²,harare north
790,790,Ruwa - House,"$100,000",4 bedrooms,not stated,780 m²,ruwa
791,791,Madokero - House,"$75,000",2 bedrooms,not stated,200 m²,harare west
792,792,Waterfalls - House,"$120,000",3 bedrooms,not stated,2000 m²,harare south
793,793,Kumalo - House,"$200,000",4 bedrooms,3 bathrooms,2573 m²,bulawayo east
794,794,"Newlands - House, Townhouse Complex","$350,000",3 bedrooms,2 bathrooms,500 m²,harare north
795,795,Kumalo - House,"$290,000",3 bedrooms,2 bathrooms,1 m²,bulawayo east
796,796,Milton Park - House,"$275,000",3 bedrooms,1 bathrooms,2359 m²,harare west
797,797,Newlands - House,"$1,500,000",3 bedrooms,3 bathrooms,4001 m²,harare north
798,798,Madokero - House,"$105,000",4 bedrooms,not stated,400 m²,harare west
799,799,Adelaide Park - House,"$55,000",4 bedrooms,not stated,400 m²,harare high density
800,800,Mount Pleasant Heights - House,"$240,000",4 bedrooms,2 bathrooms,1360 m²,harare north
801,801,Avondale - House,"$1,100,000",3 bedrooms,2 bathrooms,10000 m²,harare north
802,802,Belvedere - House,"$190,000",4 bedrooms,2 bathrooms,1400 m²,harare west
803,803,Bradfield - House,"$72,000",3 bedrooms,1 bathrooms,368 m²,bulawayo south
804,804,"Westgate - House, Townhouse Complex","$145,000",4 bedrooms,not stated,600 m²,harare west
805,805,"Newlands - House, Townhouse Complex","$850,000",3 bedrooms,not stated,7200 m²,harare north
806,806,Mt Pleasant Heights - House,"$230,000",4 bedrooms,2 bathrooms,2080 m²,harare west
807,807,Hatfield - Townhouse Complex,"$150,000",4 bedrooms,2 bathrooms,500 m²,harare south
808,808,Rolf Valley - House,"$550,000",6 bedrooms,5 bathrooms,4046 m²,harare north
809,809,Four Winds - House,"$320,000",5 bedrooms,4 bathrooms,8094 m²,bulawayo south
810,810,"Kumalo - House, Townhouse Complex","$160,000",3 bedrooms,4 bathrooms,700 m²,bulawayo east
811,811,Mount Pleasant Heights - House,"$199,000",5 bedrooms,2 bathrooms,2200 m²,harare north
812,812,Sunway City - House,"$70,000",3 bedrooms,not stated,2010 m²,harare east
813,813,"Avondale - House, Townhouse Complex","$300,000",3 bedrooms,2 bathrooms,250 m²,harare north
814,814,"Glen View - House, House","$35,000",3 bedrooms,2 bathrooms,200 m²,harare high density
815,815,Fitchlea - House,"$90,000",3 bedrooms,1 bathrooms,1487 m²,kwekwe
816,816,Tynwald - House,"$100,000",3 bedrooms,2 bathrooms,490 m²,harare west
817,817,Emerald Hill - House,"$415,000",4 bedrooms,2 bathrooms,4451 m²,harare west
818,818,Rydale Ridge - House,"$80,000",4 bedrooms,2 bathrooms,2500 m²,harare high density
819,819,Dzivarasekwa - House,"$32,000",5 bedrooms,not stated,300 m²,harare high density
820,820,Helensvale - House,"$300,000",5 bedrooms,not stated,2000 m²,harare north
821,821,Mainway Meadows - House,"$100,000",4 bedrooms,3 bathrooms,435 m²,harare south
822,822,Msasa Park - House,"$65,000",3 bedrooms,not stated,650 m²,harare south
823,823,Gunhill - House,"$580,000",4 bedrooms,4 bathrooms,82 m²,harare north
824,824,Avondale - The Ridge - House,"$700,000",4 bedrooms,2 bathrooms,3159 m²,harare west
825,825,"Marlborough - House, Townhouse Complex","$100,000",2 bedrooms,1 bathrooms,250 m²,harare west
826,826,Deka - House,"$200,000",5 bedrooms,not stated,5000 m²,deka
827,827,Zimre Park - House,"$68,000",3 bedrooms,1 bathrooms,500 m²,harare east
828,828,Pumula South - House,"$33,000",4 bedrooms,not stated,200 m²,bulawayo high density
829,829,Zimre Park - House,"$125,000",4 bedrooms,not stated,1000 m²,harare east
830,830,Ashdown Park - House,"$70,000",3 bedrooms,2 bathrooms,350 m²,harare west
831,831,Mandara - House,"$300,000",4 bedrooms,2 bathrooms,4047 m²,harare east
832,832,Mount Pleasant Heights - House,"$380,000",5 bedrooms,3 bathrooms,1700 m²,harare north
833,833,Riverside North - House,"$380,000",3 bedrooms,3 bathrooms,28300 m²,bulawayo east
834,834,"Highlands - House, Townhouse Complex","$240,000",2 bedrooms,2 bathrooms,300 m²,harare north
835,835,Chitungwiza - House,"$30,000",4 bedrooms,not stated,300 m²,chitungwiza
836,836,Chitungwiza - House,"$29,000",3 bedrooms,not stated,250 m²,chitungwiza
837,837,Meyrick Park - House,"$270,000",3 bedrooms,2 bathrooms,3800 m²,harare west
838,838,Glen Norah - House,"$55,000",4 bedrooms,2 bathrooms,367 m²,harare high density
839,839,Borrowdale - House,"$325,000",3 bedrooms,2 bathrooms,1000 m²,harare north
840,840,Chadcombe - House,"$65,000",3 bedrooms,not stated,518 m²,harare south
841,841,Adylinn - House,"$160,000",5 bedrooms,not stated,1509 m²,harare west
842,842,"Arlington - House, Townhouse Complex","$130,000",4 bedrooms,not stated,368 m²,harare south
843,843,Borrowdale - House,"$340,000",7 bedrooms,5 bathrooms,4300 m²,harare north
844,844,Upper Hillside - House,"$260,000",4 bedrooms,2 bathrooms,1300 m²,harare east
845,845,Rhodesville - House,"$350,000",3 bedrooms,2 bathrooms,1517 m²,harare east
846,846,Borrowdale - House,"$500,000",6 bedrooms,6 bathrooms,2900 m²,harare north
847,847,Suburbs - House,"$165,000",3 bedrooms,2 bathrooms,1487 m²,bulawayo east
848,848,Chegutu - House,"$43,000",2 bedrooms,1 bathrooms,1794 m²,chegutu
849,849,Chitungwiza - House,"$20,000",3 bedrooms,1 bathrooms,300 m²,chitungwiza
850,850,Goromonzi - House,"$340,000",4 bedrooms,4 bathrooms,35000 m²,goromonzi
851,851,Cranborne - House,"$125,000",3 bedrooms,1 bathrooms,775 m²,harare south
852,852,Highlands - House,"$790,000",5 bedrooms,not stated,4000 m²,harare north
853,853,Dzivarasekwa - House,"$24,000",1 bedrooms,1 bathrooms,300 m²,harare high density
854,854,Waterfalls - House,"$150,000",3 bedrooms,not stated,3000 m²,harare south
855,855,Greendale - House,"$250,000",3 bedrooms,2 bathrooms,3602 m²,harare east
856,856,Westgate - House,"$150,000",3 bedrooms,2 bathrooms,732 m²,harare west
857,857,Chitungwiza - House,"$25,000",3 bedrooms,not stated,200 m²,chitungwiza
858,858,Greystone Park - Townhouse Complex,"$340,000",3 bedrooms,not stated,4 bathrooms,harare north
859,859,Msasa Park - Townhouse Complex,"$84,000",3 bedrooms,1 bathrooms,700 m²,harare south
860,860,Carrick Creagh - House,"$420,000",6 bedrooms,6 bathrooms,3963 m²,harare north
861,861,Avondale West - Townhouse Complex,"$235,000",4 bedrooms,4 bathrooms,400 m²,harare west
862,862,Fairbridge Park - House,"$100,000",4 bedrooms,2 bathrooms,300 m²,mutare
863,863,Parktown - House,"$107,000",4 bedrooms,not stated,1000 m²,harare south
864,864,Waterfalls - House,"$155,000",4 bedrooms,2 bathrooms,4046 m²,harare south
865,865,"Prospect - House, Townhouse Complex","$720,000",3 bedrooms,2 bathrooms,800 m²,harare south
866,866,Highlands - House,"$500,000",5 bedrooms,not stated,2800 m²,harare north
867,867,Burnside - House,"$95,000",3 bedrooms,not stated,8354 m²,bulawayo east
868,868,"Arlington - House, Townhouse Complex","$145,000",4 bedrooms,not stated,600 m²,harare south
869,869,Greendale North - Townhouse Complex,"$230,000",2 bedrooms,2 bathrooms,4046 m²,harare north
870,870,Mahatshula - House,"$70,000",not stated,not stated,4 bedrooms,bulawayo north
871,871,Mount Pleasant - House,"$380,000",4 bedrooms,not stated,3800 m²,harare north
872,872,Carrick Creagh - House,"$150,000",6 bedrooms,7 bathrooms,1500 m²,harare north
873,873,"Greendale - House, Townhouse Complex","$220,000",3 bedrooms,2 bathrooms,450 m²,harare east
874,874,Upper Hillside - House,"$220,000",3 bedrooms,2 bathrooms,1200 m²,harare east
875,875,Msasa Park - House,"$60,000",3 bedrooms,1 bathrooms,513 m²,harare south
876,876,Gletwin Park - House,"$1,200,000",7 bedrooms,8 bathrooms,7169 m²,harare north
877,877,Belgravia - House,"$620,000",4 bedrooms,4 bathrooms,3346 m²,harare north
878,878,Glen Norah - House,"$55,000",not stated,not stated,3 bedrooms,harare high density
879,879,Nyanga - House,"$210,000",3 bedrooms,2 bathrooms,44900 m²,nyanga
880,880,Marimba Park - Cottage,"$55,000",2 bedrooms,1 bathrooms,1000 m²,harare high density
881,881,Mount Pleasant - House,"$450,000",4 bedrooms,3 bathrooms,4000 m²,harare north
882,882,Mahatshula - House,"$62,000",3 bedrooms,not stated,2 bathrooms,bulawayo north
883,883,Adylinn - House,"$160,000",3 bedrooms,1 bathrooms,2700 m²,harare west
884,884,Manyame Park - House,"$29,000",4 bedrooms,2 bathrooms,200 m²,chitungwiza
885,885,Strathaven - House,"$275,000",3 bedrooms,2 bathrooms,2800 m²,harare west
886,886,Alexandra Park - House,"$700,000",6 bedrooms,not stated,4000 m²,harare north
887,887,Arlington - Townhouse Complex,"$160,000",5 bedrooms,3 bathrooms,520 m²,harare south
888,888,Westgate - House,"$140,000",3 bedrooms,2 bathrooms,950 m²,harare west
889,889,Bulawayo City Centre - House,"$300,000",4 bedrooms,3 bathrooms,4046 m²,bulawayo cbd industrial
890,890,"Emganwini - House, Townhouse Complex, House, Townhouse Complex","$32,000",3 bedrooms,1 bathrooms,200 m²,bulawayo high density
891,891,Westgate - House,"$195,000",4 bedrooms,2 bathrooms,550 m²,harare west
892,892,Manresa - House,"$65,000",3 bedrooms,1 bathrooms,2128 m²,harare east
893,893,Newlands - House,"$850,000",4 bedrooms,3 bathrooms,7800 m²,harare north
894,894,Emerald Hill - House,"$350,000",5 bedrooms,2 bathrooms,1712 m²,harare west
895,895,Chikanga - House,"$32,000",3 bedrooms,not stated,240 m²,mutare
896,896,Umwinsidale - House,"$1,500,000",3 bedrooms,5 bathrooms,40468 m²,harare north
897,897,Strathaven - House,"$310,000",4 bedrooms,2 bathrooms,2900 m²,harare west
898,898,Westgate - House,"$185,000",4 bedrooms,2 bathrooms,948 m²,harare west
899,899,Avondale - House,"$420,000",3 bedrooms,2 bathrooms,3970 m²,harare north
900,900,Greystone Park - House,"$325,000",3 bedrooms,2 bathrooms,4046 m²,harare north
901,901,Helensvale - Townhouse Complex,"$3,200,000",3 bedrooms,not stated,2 bathrooms,harare north
902,902,"Colne Valley - House, Townhouse Complex","$450,000",3 bedrooms,not stated,2 bathrooms,harare north
903,903,Bluff Hill - House,"$200,000",4 bedrooms,2 bathrooms,4051 m²,harare west
904,904,Kadoma - House,"$33,000",4 bedrooms,2 bathrooms,312 m²,kadoma
905,905,Mandara - House,"$310,000",4 bedrooms,not stated,2 bathrooms,harare east
906,906,Fairview - House,"$160,000",5 bedrooms,4 bathrooms,1000 m²,harare west
907,907,Kariba - House,"$200,000",4 bedrooms,2 bathrooms,1641 m²,kariba
908,908,Richmond - House,"$250,000",5 bedrooms,not stated,80937 m²,bulawayo north
909,909,Zimre Park - House,"$90,000",4 bedrooms,2 bathrooms,1000 m²,harare east
910,910,Greendale - Townhouse Complex,"$155,000",3 bedrooms,not stated,2 bathrooms,harare east
911,911,Rainham - House,"$70,000",3 bedrooms,not stated,244 m²,harare west
912,912,Waterfalls - House,"$175,000",3 bedrooms,1 bathrooms,3783 m²,harare south
913,913,Greendale North - House,"$395,000",3 bedrooms,3 bathrooms,4089 m²,harare north
914,914,Mainway Meadows - House,"$100,000",not stated,not stated,4 bedrooms,harare south
915,915,Hatcliffe - House,"$45,000",3 bedrooms,2 bathrooms,350 m²,harare high density
916,916,Greystone Park - Townhouse Complex,"$350,000",not stated,not stated,4 bedrooms,harare north
917,917,Bluff Hill - House,"$120,000",4 bedrooms,not stated,400 m²,harare west
918,918,Palmerston - House,"$110,000",3 bedrooms,2 bathrooms,1395 m²,mutare
919,919,Glen View - House,"$60,000",4 bedrooms,not stated,600 m²,harare high density
920,920,Glen Lorne - House,"$360,000",3 bedrooms,2 bathrooms,4599 m²,harare north
921,921,Mazowe - House,"$75,000",5 bedrooms,not stated,1700 m²,mazowe
922,922,Avondale - Townhouse Complex,"$375,000",4 bedrooms,2 bathrooms,500 m²,harare north
923,923,Tynwald - House,"$85,000",4 bedrooms,1 bathrooms,455 m²,harare west
924,924,Damofalls - House,"$52,000",3 bedrooms,not stated,300 m²,damofalls
925,925,Greendale North - House,"$285,000",3 bedrooms,2 bathrooms,4000 m²,harare north
926,926,Kuwadzana - House,"$45,000",4 bedrooms,not stated,300 m²,harare high density
927,927,Mount Pleasant Heights - House,"$290,000",5 bedrooms,3 bathrooms,2209 m²,harare north
928,928,Victoria Falls - House,"$550,000",5 bedrooms,5 bathrooms,4000 m²,victoria falls
929,929,Suburbs - House,"$185,000",3 bedrooms,2 bathrooms,3000 m²,bulawayo east
930,930,Quinnington - House,"$310,000",4 bedrooms,not stated,2000 m²,harare north
931,931,Chisipite - Townhouse Complex,"$500,000",3 bedrooms,2 bathrooms,3713 m²,harare north
932,932,Chitungwiza - House,"$30,000",4 bedrooms,2 bathrooms,300 m²,chitungwiza
933,933,"Waterfalls - House, Townhouse Complex","$90,000",3 bedrooms,2 bathrooms,629 m²,harare south
934,934,Sauerstown - House,"$65,000",3 bedrooms,2 bathrooms,1745 m²,bulawayo north
935,935,Tynwald - House,"$80,000",3 bedrooms,2 bathrooms,400 m²,harare west
936,936,Westgate - House,no price,3 bedrooms,2 bathrooms,1200 m²,harare west
937,937,Sandton Park - House,"$105,000",5 bedrooms,not stated,1000 m²,harare west
938,938,Suburbs - House,"$120,000",3 bedrooms,2 bathrooms,705 m²,bulawayo east
939,939,Houghton Park - House,"$70,000",3 bedrooms,1 bathrooms,500 m²,harare south
940,940,Hogerty Hill - House,"$1,250,000",5 bedrooms,3 bathrooms,40000 m²,harare north
941,941,Belvedere - House,"$230,000",4 bedrooms,2 bathrooms,1436 m²,harare west
942,942,Cotswold Hills - House,"$155,000",4 bedrooms,2 bathrooms,1205 m²,harare west
943,943,Mandara - House,"$400,000",4 bedrooms,3 bathrooms,4703 m²,harare east
944,944,Chitungwiza - House,"$31,000",4 bedrooms,not stated,300 m²,chitungwiza
945,945,"Arlington - House, Townhouse Complex","$95,000",4 bedrooms,2 bathrooms,360 m²,harare south
946,946,Hatfield - House,"$155,000",3 bedrooms,1 bathrooms,1884 m²,harare south
947,947,Gletwin Park - House,"$620,000",5 bedrooms,4 bathrooms,2100 m²,harare north
948,948,Belvedere - House,"$275,000",3 bedrooms,2 bathrooms,1523 m²,harare west
949,949,Norton - House,"$30,000",4 bedrooms,1 bathrooms,240 m²,norton
950,950,"Greendale - House, Townhouse Complex","$250,000",4 bedrooms,2 bathrooms,4000 m²,harare east
951,951,Ruwa - House,"$195,000",5 bedrooms,4 bathrooms,3200 m²,ruwa
952,952,Marlborough - House,"$950,000",4 bedrooms,not stated,8239 m²,harare west
953,953,Hatfield - Townhouse Complex,"$140,000",3 bedrooms,1 bathrooms,475 m²,harare south
954,954,"Bluff Hill - House, Townhouse Complex, House, Townhouse Complex","$130,000",4 bedrooms,2 bathrooms,500 m²,harare west
955,955,Avondale West - House,"$195,000",3 bedrooms,2 bathrooms,1400 m²,harare west
956,956,Kumalo - House,"$285,000",4 bedrooms,3 bathrooms,2974 m²,bulawayo east
957,957,Glengarry - House,"$220,000",3 bedrooms,3 bathrooms,1 m²,bulawayo north
958,958,Glen Lorne - House,"$320,000",3 bedrooms,2 bathrooms,4080 m²,harare north
959,959,Marlborough - House,"$350,000",5 bedrooms,2 bathrooms,6000 m²,harare west
960,960,Southlea Park - House,"$32,000",5 bedrooms,2 bathrooms,200 m²,harare south
961,961,Helensvale - House,no price,6 bedrooms,4 bathrooms,4047 m²,harare north
962,962,Suburbs - House,"$350,000",5 bedrooms,2 bathrooms,3172 m²,bulawayo east
963,963,Mahatshula - House,"$52,000",4 bedrooms,1 bathrooms,758 m²,bulawayo north
964,964,Greendale - Townhouse Complex,"$160,000",4 bedrooms,3 bathrooms,1000 m²,harare east
965,965,Mount Pleasant Heights - House,"$220,000",4 bedrooms,3 bathrooms,2080 m²,harare north
966,966,Goodhope - House,"$130,000",4 bedrooms,2 bathrooms,3120 m²,harare west
967,967,Greendale North - Townhouse Complex,"$195,000",3 bedrooms,2 bathrooms,250 m²,harare north
968,968,Barham Green - House,"$60,000",3 bedrooms,1 bathrooms,595 m²,bulawayo south
969,969,Avondale - House,"$1,400,000",4 bedrooms,4 bathrooms,5000 m²,harare north
970,970,Milibizi - House,"$170,000",3 bedrooms,2 bathrooms,4506 m²,kariba
971,971,Marlborough - House,"$320,000",4 bedrooms,not stated,9500 m²,harare west
972,972,Highfield - House,"$25,000",not stated,not stated,220 m²,harare high density
973,973,Westgate - House,"$275,000",4 bedrooms,2 bathrooms,1160 m²,harare west
974,974,"Greendale - House, Townhouse Complex","$230,000",3 bedrooms,2 bathrooms,400 m²,harare east
975,975,Burnside - House,"$530,000",3 bedrooms,2 bathrooms,5338 m²,bulawayo east
976,976,Eastlea - House,"$340,000",4 bedrooms,3 bathrooms,1647 m²,harare east
977,977,Mkoba - House,"$24,000",2 bedrooms,1 bathrooms,400 m²,gweru
978,978,Matsheumhlope - House,"$95,000",3 bedrooms,not stated,1 bathrooms,bulawayo east
979,979,Burnside - House,"$225,000",3 bedrooms,1 bathrooms,3792 m²,bulawayo east
980,980,Entumbane - House,"$25,000",2 bedrooms,1 bathrooms,1 m²,bulawayo north
981,981,Marimba Park - House,"$100,000",4 bedrooms,not stated,3173 m²,harare high density
982,982,Glen Lorne - House,"$960,000",9 bedrooms,8 bathrooms,30451 m²,harare north
983,983,Kadoma - House,"$45,000",3 bedrooms,2 bathrooms,1970 m²,kadoma
984,984,Glen Lorne - House,"$275,000",4 bedrooms,4 bathrooms,1800 m²,harare north
985,985,Glen Lorne - House,"$360,000",4 bedrooms,3 bathrooms,4000 m²,harare north
986,986,Rainham - House,"$56,000",3 bedrooms,not stated,235 m²,harare west
987,987,Glen Lorne - House,"$390,000",4 bedrooms,not stated,2333 m²,harare north
988,988,Old Windsor - House,"$160,000",4 bedrooms,3 bathrooms,2382 m²,ruwa
989,989,Arlington - Townhouse Complex,"$150,000",3 bedrooms,3 bathrooms,300 m²,harare south
990,990,Chiredzi - House,"$80,000",3 bedrooms,1 bathrooms,4293 m²,chiredzi
991,991,Charlotte Brooke - House,"$190,000",4 bedrooms,2 bathrooms,2000 m²,harare north
992,992,Zengeza - House,"$40,000",3 bedrooms,1 bathrooms,300 m²,chitungwiza
993,993,Highlands - House,"$240,000",2 bedrooms,2 bathrooms,300 m²,harare north
994,994,Prospect - House,"$100,000",4 bedrooms,2 bathrooms,644 m²,harare south
995,995,Hogerty Hill - House,"$350,000",6 bedrooms,4 bathrooms,2044 m²,harare north
996,996,Waterfalls - House,"$105,000",3 bedrooms,not stated,1434 m²,harare south
997,997,Charlotte Brooke - House,"$87,000",5 bedrooms,3 bathrooms,1509 m²,harare north
998,998,Matsheumhlope - House,"$499,000",3 bedrooms,3 bathrooms,12342 m²,bulawayo east
999,999,"Avondale - House, Townhouse Complex","$165,000",2 bedrooms,2 bathrooms,439 m²,harare north
1000,1000,Zengeza - House,"$35,000",3 bedrooms,1 bathrooms,200 m²,chitungwiza
1001,1001,Glen Lorne - House,"$395,000",3 bedrooms,2 bathrooms,4879 m²,harare north
1002,1002,Gletwin Park - House,"$350,000",6 bedrooms,not stated,1980 m²,harare north
1003,1003,Quinnington - House,"$250,000",4 bedrooms,2 bathrooms,850 m²,harare north
1004,1004,Borrowdale Brooke - House,"$650,000",4 bedrooms,not stated,2 bathrooms,harare north
1005,1005,Zimre Park - House,"$60,000",3 bedrooms,2 bathrooms,1250 m²,harare east
1006,1006,Nyanga - House,"$95,000",5 bedrooms,not stated,1250 m²,nyanga
1007,1007,Tafara - House,"$15,000",3 bedrooms,1 bathrooms,200 m²,harare high density
1008,1008,Ardbennie - House,"$75,000",4 bedrooms,2 bathrooms,350 m²,harare south
1009,1009,"Greendale - House, Townhouse Complex","$130,000",3 bedrooms,not stated,300 m²,harare east
1010,1010,New Marlborough - House,"$120,000",3 bedrooms,2 bathrooms,900 m²,harare west
1011,1011,Glen View - House,"$40,000",4 bedrooms,1 bathrooms,200 m²,harare high density
1012,1012,Warren Park - House,"$45,000",4 bedrooms,2 bathrooms,300 m²,harare high density
1013,1013,Chitungwiza - House,"$26,000",4 bedrooms,2 bathrooms,300 m²,chitungwiza
1014,1014,Suburbs - House,"$265,000",4 bedrooms,2 bathrooms,5948 m²,bulawayo east
1015,1015,Southview Park - House,"$65,000",4 bedrooms,2 bathrooms,240 m²,harare south
1016,1016,Mount Pleasant - House,"$350,000",4 bedrooms,2 bathrooms,2218 m²,harare north
1017,1017,Hume Park - House,"$125,000",3 bedrooms,1 bathrooms,747 m²,bulawayo east
1018,1018,Glengarry - House,"$185,000",5 bedrooms,3 bathrooms,8093 m²,bulawayo north
1019,1019,Budiriro - House,"$50,000",6 bedrooms,2 bathrooms,300 m²,harare high density
1020,1020,Kariba - House,"$495,000",3 bedrooms,3 bathrooms,16187 m²,kariba
1021,1021,Emerald Hill - House,"$350,000",5 bedrooms,3 bathrooms,1740 m²,harare west
1022,1022,Glaudina - House,"$90,000",5 bedrooms,not stated,600 m²,harare west
1023,1023,Mazowe - House,"$50,000",4 bedrooms,2 bathrooms,375 m²,mazowe
1024,1024,"Marlborough - House, Townhouse Complex","$85,000",1 bedrooms,not stated,1 bathrooms,harare west
1025,1025,Glen View - House,"$35,000",4 bedrooms,1 bathrooms,300 m²,harare high density
1026,1026,Norton - House,"$80,000",5 bedrooms,1 bathrooms,1600 m²,norton
1027,1027,Kuwadzana - House,"$25,000",3 bedrooms,not stated,200 m²,harare high density
1028,1028,Kumalo - House,"$155,000",3 bedrooms,2 bathrooms,2677 m²,bulawayo east
1029,1029,"Avondale - House, Townhouse Complex","$400,000",3 bedrooms,2 bathrooms,250 m²,harare north
1030,1030,Mainway Meadows - House,"$75,000",4 bedrooms,2 bathrooms,500 m²,harare south
1031,1031,Ashdown Park - House,"$140,000",3 bedrooms,2 bathrooms,617 m²,harare west
1032,1032,Bluff Hill - House,"$176,000",5 bedrooms,2 bathrooms,2100 m²,harare west
1033,1033,Westgate - House,"$125,000",2 bedrooms,1 bathrooms,1364 m²,harare west
1034,1034,Whitecliff - House,"$50,000",3 bedrooms,not stated,264 m²,harare west
1035,1035,Hatfield - House,"$250,000",3 bedrooms,not stated,8894 m²,harare south
1036,1036,Borrowdale - House,"$1,250,000",4 bedrooms,2 bathrooms,22000 m²,harare north
1037,1037,Chisipite - House,"$450,000",4 bedrooms,not stated,4108 m²,harare north
1038,1038,Helensvale - House,"$1,500,000",6 bedrooms,4 bathrooms,4051 m²,harare north
